skill_name,raw_rating,net_rating,name
G4AllCalCurDec,81.2,81.2,G4CORa01AllCalCurDec
G4AllCalCurECo,75.7,n/q,G4CORa01AllCalCurECo
G4AllCalCurEWa,85.8,85.8,G4CORa01AllCalCurEWa
G4AllCalCurFaH,76.4,n/q,G4CORa01AllCalCurFaH
G4AllCalCurFaL,82.5,82.5,G4CORa01AllCalCurFaL
G4AllCalCurFin,86.6,86.6,G4CORa01AllCalCurFin
G4AllCalCurGla,75.8,n/q,G4CORa01AllCalCurGla
G4AllCalCurGun,92.5,92.5,G4CORa01AllCalCurGun
G4AllCalCurHin,85.9,85.9,G4CORa01AllCalCurHin
G4AllCalCurImp,75.8,n/q,G4CORa01AllCalCurImp
G4AllCalCurJug,76.4,n/q,G4CORa01AllCalCurJug
G4AllCalCurMaD,83.0,83.0,G4CORa01AllCalCurMaD
G4AllCalCurMai,83.7,83.7,G4CORa01AllCalCurMai
G4AllCalCurMar,94.5,94.5,G4CORa01AllCalCurMar
G4AllCalCurPar,80.1,80.1,G4CORa01AllCalCurPar
G4AllCalCurPer,88.3,88.3,G4CORa01AllCalCurPer
G4AllCalCurStu,76.4,n/q,G4CORa01AllCalCurStu
G4AllCalCurSup,83.7,83.7,G4CORa01AllCalCurSup
G4AllCalCurSur,76.6,n/q,G4CORa01AllCalCurSur
G4AllCalCurTel,90.7,90.7,G4CORa01AllCalCurTel
G4AllCalCurThr,83.1,83.1,G4CORa01AllCalCurThr
G4AllCalCurTou,76.6,n/q,G4CORa01AllCalCurTou
G4AllCalCurWar,94.6,94.6,G4WARa10AllCalCurWar
G4AllCalCurWhi,87.6,87.6,G4CORa01AllCalCurWhi
G4AllCalDCrDag,93.8,93.8,G4WARa10AllCalDCrDag
G4AllCalDCrDan,91.8,91.8,G4CORa01AllCalDCrDan
G4AllCalDCrDec,85.4,85.4,G4CORa01AllCalDCrDec
G4AllCalDCrECo,80.1,80.1,G4CORa01AllCalDCrECo
G4AllCalDCrEWa,88.3,88.3,G4CORa01AllCalDCrEWa
G4AllCalDCrFaH,80.0,80.0,G4CORa01AllCalDCrFaH
G4AllCalDCrFaL,85.0,85.0,G4CORa01AllCalDCrFaL
G4AllCalDCrFin,82.6,82.6,G4CORa01AllCalDCrFin
G4AllCalDCrGla,80.0,80.0,G4CORa01AllCalDCrGla
G4AllCalDCrGun,88.1,88.1,G4CORa01AllCalDCrGun
G4AllCalDCrHin,80.5,80.5,G4CORa01AllCalDCrHin
G4AllCalDCrImp,80.5,80.5,G4CORa01AllCalDCrImp
G4AllCalDCrJug,80.4,80.4,G4CORa01AllCalDCrJug
G4AllCalDCrMaD,72.7,n/q,G4CORa01AllCalDCrMaD
G4AllCalDCrMai,86.2,86.2,G4CORa01AllCalDCrMai
G4AllCalDCrMar,95.3,95.3,G4CORa01AllCalDCrMar
G4AllCalDCrPar,84.8,84.8,G4CORa01AllCalDCrPar
G4AllCalDCrPer,76.0,n/q,G4CORa01AllCalDCrPer
G4AllCalDCrStu,80.4,80.4,G4CORa01AllCalDCrStu
G4AllCalDCrSup,86.2,86.2,G4CORa01AllCalDCrSup
G4AllCalDCrSur,80.3,80.3,G4CORa01AllCalDCrSur
G4AllCalDCrTel,75.9,n/q,G4CORa01AllCalDCrTel
G4AllCalDCrThr,88.2,88.2,G4CORa01AllCalDCrThr
G4AllCalDCrTou,80.3,80.3,G4CORa01AllCalDCrTou
G4AllCalDCrWar,95.6,95.6,G4WARa10AllCalDCrWar
G4AllCalDCrWhi,85.2,85.2,G4CORa01AllCalDCrWhi
G4AllCalDDlDag,95.7,95.7,G4WARa10AllCalDDlDag
G4AllCalDDlDan,94.1,94.1,G4CORa01AllCalDDlDan
G4AllCalDDlDec,89.8,89.8,G4CORa01AllCalDDlDec
G4AllCalDDlECo,85.5,85.5,G4CORa01AllCalDDlECo
G4AllCalDDlEWa,91.8,91.8,G4CORa01AllCalDDlEWa
G4AllCalDDlFaH,85.0,85.0,G4CORa01AllCalDDlFaH
G4AllCalDDlFaL,89.2,89.2,G4CORa01AllCalDDlFaL
G4AllCalDDlFin,90.1,90.1,G4CORa01AllCalDDlFin
G4AllCalDDlGla,85.3,85.3,G4CORa01AllCalDDlGla
G4AllCalDDlGun,93.3,93.3,G4CORa01AllCalDDlGun
G4AllCalDDlHin,88.9,88.9,G4CORa01AllCalDDlHin
G4AllCalDDlImp,86.4,86.4,G4CORa01AllCalDDlImp
G4AllCalDDlJug,85.7,85.7,G4CORa01AllCalDDlJug
G4AllCalDDlMaD,82.3,82.3,G4CORa01AllCalDDlMaD
G4AllCalDDlMai,90.2,90.2,G4CORa01AllCalDDlMai
G4AllCalDDlMar,96.9,96.9,G4CORa01AllCalDDlMar
G4AllCalDDlPar,89.0,89.0,G4CORa01AllCalDDlPar
G4AllCalDDlPer,84.3,84.3,G4CORa01AllCalDDlPer
G4AllCalDDlStu,85.5,85.5,G4CORa01AllCalDDlStu
G4AllCalDDlSup,90.2,90.2,G4CORa01AllCalDDlSup
G4AllCalDDlSur,85.3,85.3,G4CORa01AllCalDDlSur
G4AllCalDDlTel,84.3,84.3,G4CORa01AllCalDDlTel
G4AllCalDDlThr,91.7,91.7,G4CORa01AllCalDDlThr
G4AllCalDDlTou,85.3,85.3,G4CORa01AllCalDDlTou
G4AllCalDDlWar,97.1,97.1,G4WARa10AllCalDDlWar
G4AllCalDDlWhi,91.7,91.7,G4CORa01AllCalDDlWhi
G4AllCalDagDan,93.4,93.4,G4WARa10AllCalDagDan
G4AllCalDagDec,86.9,86.9,G4WARa10AllCalDagDec
G4AllCalDagECo,82.4,82.4,G4WARa10AllCalDagECo
G4AllCalDagEWa,87.4,87.4,G4WARa10AllCalDagEWa
G4AllCalDagFaH,82.5,82.5,G4WARa10AllCalDagFaH
G4AllCalDagFaL,85.2,85.2,G4WARa10AllCalDagFaL
G4AllCalDagFin,93.2,93.2,G4WARa10AllCalDagFin
G4AllCalDagGla,82.4,82.4,G4WARa10AllCalDagGla
G4AllCalDagHin,92.6,92.6,G4WARa10AllCalDagHin
G4AllCalDagImp,82.6,82.6,G4WARa10AllCalDagImp
G4AllCalDagJug,82.7,82.7,G4WARa10AllCalDagJug
G4AllCalDagMaD,91.0,91.0,G4WARa10AllCalDagMaD
G4AllCalDagMai,85.8,85.8,G4WARa10AllCalDagMai
G4AllCalDagPar,87.4,87.4,G4WARa10AllCalDagPar
G4AllCalDagPer,93.5,93.5,G4WARa10AllCalDagPer
G4AllCalDagStu,82.6,82.6,G4WARa10AllCalDagStu
G4AllCalDagSup,85.8,85.8,G4WARa10AllCalDagSup
G4AllCalDagSur,82.6,82.6,G4WARa10AllCalDagSur
G4AllCalDagTel,93.7,93.7,G4WARa10AllCalDagTel
G4AllCalDagThr,90.6,90.6,G4WARa10AllCalDagThr
G4AllCalDagTou,82.6,82.6,G4WARa10AllCalDagTou
G4AllCalDagWar,93.2,93.2,G4WARa10AllCalDagWar
G4AllCalDagWhi,93.8,93.8,G4WARa10AllCalDagWhi
G4AllCalDanDec,82.2,82.2,G4CORa01AllCalDanDec
G4AllCalDanECo,77.3,n/q,G4CORa01AllCalDanECo
G4AllCalDanEWa,87.0,87.0,G4CORa01AllCalDanEWa
G4AllCalDanFaH,77.5,n/q,G4CORa01AllCalDanFaH
G4AllCalDanFaL,83.8,83.8,G4CORa01AllCalDanFaL
G4AllCalDanFin,87.7,87.7,G4CORa01AllCalDanFin
G4AllCalDanGla,77.3,n/q,G4CORa01AllCalDanGla
G4AllCalDanGun,93.2,93.2,G4CORa01AllCalDanGun
G4AllCalDanHin,87.1,87.1,G4CORa01AllCalDanHin
G4AllCalDanImp,77.3,n/q,G4CORa01AllCalDanImp
G4AllCalDanJug,77.5,n/q,G4CORa01AllCalDanJug
G4AllCalDanMaD,84.2,84.2,G4CORa01AllCalDanMaD
G4AllCalDanMai,84.9,84.9,G4CORa01AllCalDanMai
G4AllCalDanMar,94.9,94.9,G4CORa01AllCalDanMar
G4AllCalDanPar,81.3,81.3,G4CORa01AllCalDanPar
G4AllCalDanPer,89.3,89.3,G4CORa01AllCalDanPer
G4AllCalDanStu,77.6,n/q,G4CORa01AllCalDanStu
G4AllCalDanSup,84.9,84.9,G4CORa01AllCalDanSup
G4AllCalDanSur,77.6,n/q,G4CORa01AllCalDanSur
G4AllCalDanTel,91.6,91.6,G4CORa01AllCalDanTel
G4AllCalDanThr,84.4,84.4,G4CORa01AllCalDanThr
G4AllCalDanTou,77.6,n/q,G4CORa01AllCalDanTou
G4AllCalDanWar,94.9,94.9,G4WARa10AllCalDanWar
G4AllCalDanWhi,88.5,88.5,G4CORa01AllCalDanWhi
G4AllCalDecECo,65.6,n/q,G4CORa01AllCalDecECo
G4AllCalDecEWa,74.8,n/q,G4CORa01AllCalDecEWa
G4AllCalDecFaH,62.9,n/q,G4CORa01AllCalDecFaH
G4AllCalDecFaL,69.8,n/q,G4CORa01AllCalDecFaL
G4AllCalDecFin,81.6,81.6,G4CORa01AllCalDecFin
G4AllCalDecGla,65.4,n/q,G4CORa01AllCalDecGla
G4AllCalDecGun,86.6,86.6,G4CORa01AllCalDecGun
G4AllCalDecHin,80.0,80.0,G4CORa01AllCalDecHin
G4AllCalDecImp,66.3,n/q,G4CORa01AllCalDecImp
G4AllCalDecJug,65.1,n/q,G4CORa01AllCalDecJug
G4AllCalDecMaD,78.0,n/q,G4CORa01AllCalDecMaD
G4AllCalDecMai,71.4,n/q,G4CORa01AllCalDecMai
G4AllCalDecMar,90.3,90.3,G4CORa01AllCalDecMar
G4AllCalDecPar,69.4,n/q,G4CORa01AllCalDecPar
G4AllCalDecPer,84.0,84.0,G4CORa01AllCalDecPer
G4AllCalDecStu,64.8,n/q,G4CORa01AllCalDecStu
G4AllCalDecSup,71.4,n/q,G4CORa01AllCalDecSup
G4AllCalDecSur,64.0,n/q,G4CORa01AllCalDecSur
G4AllCalDecTel,82.0,82.0,G4CORa01AllCalDecTel
G4AllCalDecThr,75.4,n/q,G4CORa01AllCalDecThr
G4AllCalDecTou,64.0,n/q,G4CORa01AllCalDecTou
G4AllCalDecWar,90.2,90.2,G4WARa10AllCalDecWar
G4AllCalDecWhi,83.5,83.5,G4CORa01AllCalDecWhi
G4AllCalECoEWa,70.9,n/q,G4CORa01AllCalECoEWa
G4AllCalECoFaH,58.9,n/q,G4CORa01AllCalECoFaH
G4AllCalECoFaL,65.8,n/q,G4CORa01AllCalECoFaL
G4AllCalECoFin,78.0,n/q,G4CORa01AllCalECoFin
G4AllCalECoGla,61.3,n/q,G4CORa01AllCalECoGla
G4AllCalECoGun,83.0,83.0,G4CORa01AllCalECoGun
G4AllCalECoHin,76.6,n/q,G4CORa01AllCalECoHin
G4AllCalECoImp,61.5,n/q,G4CORa01AllCalECoImp
G4AllCalECoJug,60.7,n/q,G4CORa01AllCalECoJug
G4AllCalECoMaD,71.0,n/q,G4CORa01AllCalECoMaD
G4AllCalECoMai,67.8,n/q,G4CORa01AllCalECoMai
G4AllCalECoMar,87.1,87.1,G4CORa01AllCalECoMar
G4AllCalECoPar,64.9,n/q,G4CORa01AllCalECoPar
G4AllCalECoPer,79.2,n/q,G4CORa01AllCalECoPer
G4AllCalECoStu,60.4,n/q,G4CORa01AllCalECoStu
G4AllCalECoSup,67.8,n/q,G4CORa01AllCalECoSup
G4AllCalECoSur,59.6,n/q,G4CORa01AllCalECoSur
G4AllCalECoTel,79.3,n/q,G4CORa01AllCalECoTel
G4AllCalECoThr,71.8,n/q,G4CORa01AllCalECoThr
G4AllCalECoTou,59.6,n/q,G4CORa01AllCalECoTou
G4AllCalECoWar,86.9,86.9,G4WARa10AllCalECoWar
G4AllCalECoWhi,79.6,n/q,G4CORa01AllCalECoWhi
G4AllCalEWaFaH,68.8,n/q,G4CORa01AllCalEWaFaH
G4AllCalEWaFaL,76.4,n/q,G4CORa01AllCalEWaFaL
G4AllCalEWaFin,87.0,87.0,G4CORa01AllCalEWaFin
G4AllCalEWaGla,70.6,n/q,G4CORa01AllCalEWaGla
G4AllCalEWaGun,87.3,87.3,G4CORa01AllCalEWaGun
G4AllCalEWaHin,85.8,85.8,G4CORa01AllCalEWaHin
G4AllCalEWaImp,71.6,n/q,G4CORa01AllCalEWaImp
G4AllCalEWaJug,71.0,n/q,G4CORa01AllCalEWaJug
G4AllCalEWaMaD,83.2,83.2,G4CORa01AllCalEWaMaD
G4AllCalEWaMar,90.2,90.2,G4CORa01AllCalEWaMar
G4AllCalEWaPar,77.7,n/q,G4CORa01AllCalEWaPar
G4AllCalEWaPer,87.5,87.5,G4CORa01AllCalEWaPer
G4AllCalEWaStu,70.2,n/q,G4CORa01AllCalEWaStu
G4AllCalEWaSup,77.4,n/q,G4CORa01AllCalEWaSup
G4AllCalEWaSur,69.5,n/q,G4CORa01AllCalEWaSur
G4AllCalEWaTel,88.0,88.0,G4CORa01AllCalEWaTel
G4AllCalEWaThr,81.8,81.8,G4CORa01AllCalEWaThr
G4AllCalEWaTou,69.5,n/q,G4CORa01AllCalEWaTou
G4AllCalEWaWar,90.3,90.3,G4WARa10AllCalEWaWar
G4AllCalEWaWhi,88.3,88.3,G4CORa01AllCalEWaWhi
G4AllCalFaHFaL,63.2,n/q,G4CORa01AllCalFaHFaL
G4AllCalFaHFin,78.1,n/q,G4CORa01AllCalFaHFin
G4AllCalFaHGla,58.1,n/q,G4CORa01AllCalFaHGla
G4AllCalFaHGun,82.8,82.8,G4CORa01AllCalFaHGun
G4AllCalFaHHin,76.8,n/q,G4CORa01AllCalFaHHin
G4AllCalFaHImp,59.2,n/q,G4CORa01AllCalFaHImp
G4AllCalFaHJug,58.1,n/q,G4CORa01AllCalFaHJug
G4AllCalFaHMaD,69.9,n/q,G4CORa01AllCalFaHMaD
G4AllCalFaHMai,65.2,n/q,G4CORa01AllCalFaHMai
G4AllCalFaHMar,86.5,86.5,G4CORa01AllCalFaHMar
G4AllCalFaHPar,62.9,n/q,G4CORa01AllCalFaHPar
G4AllCalFaHPer,79.1,n/q,G4CORa01AllCalFaHPer
G4AllCalFaHStu,58.1,n/q,G4CORa01AllCalFaHStu
G4AllCalFaHSup,65.2,n/q,G4CORa01AllCalFaHSup
G4AllCalFaHTel,79.3,n/q,G4CORa01AllCalFaHTel
G4AllCalFaHThr,69.0,n/q,G4CORa01AllCalFaHThr
G4AllCalFaHTou,58.2,n/q,G4CORa01AllCalFaHTou
G4AllCalFaHWar,86.5,86.5,G4WARa10AllCalFaHWar
G4AllCalFaHWhi,79.6,n/q,G4CORa01AllCalFaHWhi
G4AllCalFaLFin,83.6,83.6,G4CORa01AllCalFaLFin
G4AllCalFaLGla,64.9,n/q,G4CORa01AllCalFaLGla
G4AllCalFaLGun,85.0,85.0,G4CORa01AllCalFaLGun
G4AllCalFaLHin,82.4,82.4,G4CORa01AllCalFaLHin
G4AllCalFaLImp,67.3,n/q,G4CORa01AllCalFaLImp
G4AllCalFaLJug,65.4,n/q,G4CORa01AllCalFaLJug
G4AllCalFaLMaD,79.6,n/q,G4CORa01AllCalFaLMaD
G4AllCalFaLMai,70.9,n/q,G4CORa01AllCalFaLMai
G4AllCalFaLMar,88.5,88.5,G4CORa01AllCalFaLMar
G4AllCalFaLPar,70.5,n/q,G4CORa01AllCalFaLPar
G4AllCalFaLPer,84.2,84.2,G4CORa01AllCalFaLPer
G4AllCalFaLStu,64.6,n/q,G4CORa01AllCalFaLStu
G4AllCalFaLSur,63.8,n/q,G4CORa01AllCalFaLSur
G4AllCalFaLTel,84.7,84.7,G4CORa01AllCalFaLTel
G4AllCalFaLThr,78.2,n/q,G4CORa01AllCalFaLThr
G4AllCalFaLTou,63.8,n/q,G4CORa01AllCalFaLTou
G4AllCalFaLWar,88.7,88.7,G4WARa10AllCalFaLWar
G4AllCalFaLWhi,84.9,84.9,G4CORa01AllCalFaLWhi
G4AllCalFinGla,77.9,n/q,G4CORa01AllCalFinGla
G4AllCalFinGun,85.9,85.9,G4CORa01AllCalFinGun
G4AllCalFinHin,69.2,n/q,G4CORa01AllCalFinHin
G4AllCalFinImp,78.3,n/q,G4CORa01AllCalFinImp
G4AllCalFinJug,78.3,n/q,G4CORa01AllCalFinJug
G4AllCalFinMaD,64.0,n/q,G4CORa01AllCalFinMaD
G4AllCalFinMai,84.7,84.7,G4CORa01AllCalFinMai
G4AllCalFinMar,94.8,94.8,G4CORa01AllCalFinMar
G4AllCalFinPar,81.6,81.6,G4CORa01AllCalFinPar
G4AllCalFinPer,75.2,n/q,G4CORa01AllCalFinPer
G4AllCalFinStu,78.4,n/q,G4CORa01AllCalFinStu
G4AllCalFinSup,84.7,84.7,G4CORa01AllCalFinSup
G4AllCalFinSur,78.3,n/q,G4CORa01AllCalFinSur
G4AllCalFinTel,80.2,80.2,G4CORa01AllCalFinTel
G4AllCalFinThr,84.3,84.3,G4CORa01AllCalFinThr
G4AllCalFinTou,78.3,n/q,G4CORa01AllCalFinTou
G4AllCalFinWar,95.1,95.1,G4WARa10AllCalFinWar
G4AllCalFinWhi,72.2,n/q,G4CORa01AllCalFinWhi
G4AllCalGlaGun,82.9,82.9,G4CORa01AllCalGlaGun
G4AllCalGlaHin,76.6,n/q,G4CORa01AllCalGlaHin
G4AllCalGlaImp,61.2,n/q,G4CORa01AllCalGlaImp
G4AllCalGlaJug,60.0,n/q,G4CORa01AllCalGlaJug
G4AllCalGlaMaD,70.3,n/q,G4CORa01AllCalGlaMaD
G4AllCalGlaMai,67.1,n/q,G4CORa01AllCalGlaMai
G4AllCalGlaMar,86.8,86.8,G4CORa01AllCalGlaMar
G4AllCalGlaPar,63.7,n/q,G4CORa01AllCalGlaPar
G4AllCalGlaPer,79.1,n/q,G4CORa01AllCalGlaPer
G4AllCalGlaStu,59.2,n/q,G4CORa01AllCalGlaStu
G4AllCalGlaSup,67.1,n/q,G4CORa01AllCalGlaSup
G4AllCalGlaSur,58.6,n/q,G4CORa01AllCalGlaSur
G4AllCalGlaTel,79.2,n/q,G4CORa01AllCalGlaTel
G4AllCalGlaThr,70.7,n/q,G4CORa01AllCalGlaThr
G4AllCalGlaTou,58.6,n/q,G4CORa01AllCalGlaTou
G4AllCalGlaWar,86.8,86.8,G4WARa10AllCalGlaWar
G4AllCalGlaWhi,79.5,n/q,G4CORa01AllCalGlaWhi
G4AllCalGunHin,83.8,83.8,G4CORa01AllCalGunHin
G4AllCalGunImp,83.7,83.7,G4CORa01AllCalGunImp
G4AllCalGunJug,83.5,83.5,G4CORa01AllCalGunJug
G4AllCalGunMaD,78.2,n/q,G4CORa01AllCalGunMaD
G4AllCalGunMai,85.7,85.7,G4CORa01AllCalGunMai
G4AllCalGunMar,92.8,92.8,G4CORa01AllCalGunMar
G4AllCalGunPar,87.3,87.3,G4CORa01AllCalGunPar
G4AllCalGunPer,86.9,86.9,G4CORa01AllCalGunPer
G4AllCalGunStu,83.5,83.5,G4CORa01AllCalGunStu
G4AllCalGunSup,85.7,85.7,G4CORa01AllCalGunSup
G4AllCalGunSur,83.2,83.2,G4CORa01AllCalGunSur
G4AllCalGunTel,87.6,87.6,G4CORa01AllCalGunTel
G4AllCalGunThr,90.4,90.4,G4CORa01AllCalGunThr
G4AllCalGunTou,83.2,83.2,G4CORa01AllCalGunTou
G4AllCalGunWhi,88.0,88.0,G4CORa01AllCalGunWhi
G4AllCalHinImp,76.8,n/q,G4CORa01AllCalHinImp
G4AllCalHinJug,77.0,n/q,G4CORa01AllCalHinJug
G4AllCalHinMaD,62.7,n/q,G4CORa01AllCalHinMaD
G4AllCalHinMai,83.5,83.5,G4CORa01AllCalHinMai
G4AllCalHinMar,94.3,94.3,G4CORa01AllCalHinMar
G4AllCalHinPar,80.5,80.5,G4CORa01AllCalHinPar
G4AllCalHinPer,73.6,n/q,G4CORa01AllCalHinPer
G4AllCalHinStu,77.0,n/q,G4CORa01AllCalHinStu
G4AllCalHinSup,83.5,83.5,G4CORa01AllCalHinSup
G4AllCalHinSur,77.0,n/q,G4CORa01AllCalHinSur
G4AllCalHinTel,76.4,n/q,G4CORa01AllCalHinTel
G4AllCalHinThr,83.4,83.4,G4CORa01AllCalHinThr
G4AllCalHinTou,77.0,n/q,G4CORa01AllCalHinTou
G4AllCalHinWar,94.6,94.6,G4WARa10AllCalHinWar
G4AllCalHinWhi,70.8,n/q,G4CORa01AllCalHinWhi
G4AllCalImpJug,60.7,n/q,G4CORa01AllCalImpJug
G4AllCalImpMaD,73.0,n/q,G4CORa01AllCalImpMaD
G4AllCalImpMai,69.0,n/q,G4CORa01AllCalImpMai
G4AllCalImpMar,87.3,87.3,G4CORa01AllCalImpMar
G4AllCalImpPar,66.8,n/q,G4CORa01AllCalImpPar
G4AllCalImpPer,79.5,n/q,G4CORa01AllCalImpPer
G4AllCalImpSup,69.0,n/q,G4CORa01AllCalImpSup
G4AllCalImpSur,59.7,n/q,G4CORa01AllCalImpSur
G4AllCalImpTel,79.6,n/q,G4CORa01AllCalImpTel
G4AllCalImpThr,72.1,n/q,G4CORa01AllCalImpThr
G4AllCalImpTou,59.7,n/q,G4CORa01AllCalImpTou
G4AllCalImpWar,87.0,87.0,G4WARa10AllCalImpWar
G4AllCalImpWhi,79.9,n/q,G4CORa01AllCalImpWhi
G4AllCalJugMaD,71.1,n/q,G4CORa01AllCalJugMaD
G4AllCalJugMai,67.7,n/q,G4CORa01AllCalJugMai
G4AllCalJugMar,87.0,87.0,G4CORa01AllCalJugMar
G4AllCalJugPar,64.5,n/q,G4CORa01AllCalJugPar
G4AllCalJugPer,79.5,n/q,G4CORa01AllCalJugPer
G4AllCalJugStu,58.7,n/q,G4CORa01AllCalJugStu
G4AllCalJugSup,67.7,n/q,G4CORa01AllCalJugSup
G4AllCalJugSur,58.2,n/q,G4CORa01AllCalJugSur
G4AllCalJugTel,79.6,n/q,G4CORa01AllCalJugTel
G4AllCalJugThr,70.8,n/q,G4CORa01AllCalJugThr
G4AllCalJugTou,58.2,n/q,G4CORa01AllCalJugTou
G4AllCalJugWar,86.9,86.9,G4WARa10AllCalJugWar
G4AllCalJugWhi,79.9,n/q,G4CORa01AllCalJugWhi
G4AllCalMaDMai,80.9,80.9,G4CORa01AllCalMaDMai
G4AllCalMaDMar,93.1,93.1,G4CORa01AllCalMaDMar
G4AllCalMaDPar,77.5,n/q,G4CORa01AllCalMaDPar
G4AllCalMaDPer,67.2,n/q,G4CORa01AllCalMaDPer
G4AllCalMaDStu,70.9,n/q,G4CORa01AllCalMaDStu
G4AllCalMaDSup,80.9,80.9,G4CORa01AllCalMaDSup
G4AllCalMaDSur,70.3,n/q,G4CORa01AllCalMaDSur
G4AllCalMaDTel,72.0,n/q,G4CORa01AllCalMaDTel
G4AllCalMaDThr,80.5,80.5,G4CORa01AllCalMaDThr
G4AllCalMaDTou,70.3,n/q,G4CORa01AllCalMaDTou
G4AllCalMaDWar,93.5,93.5,G4WARa10AllCalMaDWar
G4AllCalMaDWhi,66.1,n/q,G4CORa01AllCalMaDWhi
G4AllCalMaiMar,89.1,89.1,G4CORa01AllCalMaiMar
G4AllCalMaiPar,74.2,n/q,G4CORa01AllCalMaiPar
G4AllCalMaiPer,85.3,85.3,G4CORa01AllCalMaiPer
G4AllCalMaiStu,66.8,n/q,G4CORa01AllCalMaiStu
G4AllCalMaiSup,74.2,n/q,G4CORa01AllCalMaiSup
G4AllCalMaiSur,65.9,n/q,G4CORa01AllCalMaiSur
G4AllCalMaiTel,85.7,85.7,G4CORa01AllCalMaiTel
G4AllCalMaiThr,79.5,n/q,G4CORa01AllCalMaiThr
G4AllCalMaiTou,65.9,n/q,G4CORa01AllCalMaiTou
G4AllCalMaiWar,89.4,89.4,G4WARa10AllCalMaiWar
G4AllCalMaiWhi,86.0,86.0,G4CORa01AllCalMaiWhi
G4AllCalMarPar,90.6,90.6,G4CORa01AllCalMarPar
G4AllCalMarPer,95.0,95.0,G4CORa01AllCalMarPer
G4AllCalMarStu,86.9,86.9,G4CORa01AllCalMarStu
G4AllCalMarSup,89.1,89.1,G4CORa01AllCalMarSup
G4AllCalMarSur,86.7,86.7,G4CORa01AllCalMarSur
G4AllCalMarTel,95.2,95.2,G4CORa01AllCalMarTel
G4AllCalMarThr,92.9,92.9,G4CORa01AllCalMarThr
G4AllCalMarTou,86.7,86.7,G4CORa01AllCalMarTou
G4AllCalMarWhi,95.3,95.3,G4CORa01AllCalMarWhi
G4AllCalParPer,82.9,82.9,G4CORa01AllCalParPer
G4AllCalParStu,63.8,n/q,G4CORa01AllCalParStu
G4AllCalParSup,74.2,n/q,G4CORa01AllCalParSup
G4AllCalParSur,63.2,n/q,G4CORa01AllCalParSur
G4AllCalParTel,84.4,84.4,G4CORa01AllCalParTel
G4AllCalParThr,76.1,n/q,G4CORa01AllCalParThr
G4AllCalParTou,63.2,n/q,G4CORa01AllCalParTou
G4AllCalParWar,90.7,90.7,G4WARa10AllCalParWar
G4AllCalParWhi,82.8,82.8,G4CORa01AllCalParWhi
G4AllCalPerStu,79.5,n/q,G4CORa01AllCalPerStu
G4AllCalPerSup,85.3,85.3,G4CORa01AllCalPerSup
G4AllCalPerSur,79.4,n/q,G4CORa01AllCalPerSur
G4AllCalPerTel,77.4,n/q,G4CORa01AllCalPerTel
G4AllCalPerThr,85.6,85.6,G4CORa01AllCalPerThr
G4AllCalPerTou,79.4,n/q,G4CORa01AllCalPerTou
G4AllCalPerWar,95.3,95.3,G4WARa10AllCalPerWar
G4AllCalPerWhi,77.5,n/q,G4CORa01AllCalPerWhi
G4AllCalStuSup,66.8,n/q,G4CORa01AllCalStuSup
G4AllCalStuSur,58.1,n/q,G4CORa01AllCalStuSur
G4AllCalStuTel,79.6,n/q,G4CORa01AllCalStuTel
G4AllCalStuThr,70.5,n/q,G4CORa01AllCalStuThr
G4AllCalStuTou,58.1,n/q,G4CORa01AllCalStuTou
G4AllCalStuWar,86.8,86.8,G4WARa10AllCalStuWar
G4AllCalStuWhi,79.9,n/q,G4CORa01AllCalStuWhi
G4AllCalSupSur,65.9,n/q,G4CORa01AllCalSupSur
G4AllCalSupTel,85.7,85.7,G4CORa01AllCalSupTel
G4AllCalSupThr,79.5,n/q,G4CORa01AllCalSupThr
G4AllCalSupTou,65.9,n/q,G4CORa01AllCalSupTou
G4AllCalSupWar,89.4,89.4,G4WARa10AllCalSupWar
G4AllCalSupWhi,86.0,86.0,G4CORa01AllCalSupWhi
G4AllCalSurTel,79.5,n/q,G4CORa01AllCalSurTel
G4AllCalSurThr,69.8,n/q,G4CORa01AllCalSurThr
G4AllCalSurTou,58.1,n/q,G4CORa01AllCalSurTou
G4AllCalSurWar,86.7,86.7,G4WARa10AllCalSurWar
G4AllCalSurWhi,79.9,n/q,G4CORa01AllCalSurWhi
G4AllCalTelThr,87.7,87.7,G4CORa01AllCalTelThr
G4AllCalTelTou,79.5,n/q,G4CORa01AllCalTelTou
G4AllCalTelWar,95.4,95.4,G4WARa10AllCalTelWar
G4AllCalTelWhi,83.1,83.1,G4CORa01AllCalTelWhi
G4AllCalThrTou,69.8,n/q,G4CORa01AllCalThrTou
G4AllCalThrWar,92.9,92.9,G4WARa10AllCalThrWar
G4AllCalThrWhi,85.3,85.3,G4CORa01AllCalThrWhi
G4AllCalTouWar,86.7,86.7,G4WARa10AllCalTouWar
G4AllCalTouWhi,79.9,n/q,G4CORa01AllCalTouWhi
G4AllCalWarWhi,95.5,95.5,G4WARa10AllCalWarWhi
G4AllCloCurDCr,83.7,83.7,G4CORa01AllCloCurDCr
G4AllCloCurDDl,88.2,88.2,G4CORa01AllCloCurDDl
G4AllCloCurDag,86.3,86.3,G4WARa10AllCloCurDag
G4AllCloCurDan,80.0,80.0,G4CORa01AllCloCurDan
G4AllCloCurDec,69.8,n/q,G4CORa01AllCloCurDec
